tbl;Year;quarter;citymarketid;city;markets;cur_passengers;cur_fare;cur_yield;distance;ly_passengers;ly_fare;ly_yield;ly_distance;Geocoded_City;tbl2pk
Table 2;1998;4;33667;Norfolk, VA (Metropolitan Area);16;370,470;174.35;19.51;893.6;356,450;180.52;20.72;871.2;"Norfolk, VA (Metropolitan Area)
(36.846164, -76.285913)";1998433667
Table 2;1996;1;32600;Little Rock, AR;10;185,510;120.27;19.15;627.8;190,800;121.59;19.74;616.0;"Little Rock, AR
(34.748745, -92.275105)";1996132600
Table 2;2019;3;31703;New York City, NY (Metropolitan Area);76;16,608,450;232.07;18.29;1,268.6;16,078,940;229.34;17.85;1,284.6;(40.123164, -75.333718);2019331703
Table 2;2005;3;33342;Milwaukee, WI;21;863,470;162.28;15.88;1,021.6;849,150;157.07;15.13;1,038.1;"Milwaukee, WI
(43.041072, -87.909421)";2005333342
Table 2;2012;3;33667;Norfolk, VA (Metropolitan Area);19;522,110;217.21;18.00;1,206.3;605,410;202.95;18.09;1,121.7;"Norfolk, VA (Metropolitan Area)
(36.846164, -76.285913)";2012333667
Table 2;2017;4;31057;Charlotte, NC;42;2,403,060;229.83;26.10;880.7;2,306,410;222.22;25.42;874.3;"Charlotte, NC
(35.222936, -80.840161)";2017431057
Table 2;2004;2;34653;Tulsa, OK;11;301,030;153.18;18.01;850.5;277,740;151.58;18.61;814.4;"Tulsa, OK
(61.096484, -160.967455)";2004234653
Table 2;2004;4;30647;Cleveland, OH (Metropolitan Area);29;1,543,080;158.50;17.29;916.5;1,440,990;170.97;18.70;913.9;"Cleveland, OH (Metropolitan Area)
(41.505546, -81.6915)";2004430647
Table 2;1999;1;34057;Portland, OR;27;1,403,570;155.47;14.69;1,057.8;1,300,910;151.77;14.56;1,042.4;"Portland, OR
(45.516018, -122.681425)";1999134057
Table 2;2012;2;30721;Boston, MA (Metropolitan Area);53;6,343,380;222.32;18.11;1,227.2;6,466,640;207.07;17.30;1,196.6;"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)";2012230721
Table 2;2009;4;30559;Seattle, WA;46;3,494,240;172.81;12.57;1,373.9;3,473,320;186.22;13.67;1,361.4;"Seattle, WA
(47.603229, -122.33028)";2009430559
Table 2;2017;4;33342;Milwaukee, WI;24;1,041,270;194.39;18.87;1,030.4;1,040,580;194.29;18.40;1,055.7;"Milwaukee, WI
(43.041072, -87.909421)";2017433342
Table 2;2016;3;30615;El Paso, TX;11;326,080;227.42;27.19;836.5;321,340;230.16;27.04;851.2;"El Paso, TX
(31.76006, -106.492257)";2016330615
Table 2;2004;3;34057;Portland, OR;36;2,052,950;156.50;12.38;1,264.1;1,979,180;153.78;12.40;1,240.1;"Portland, OR
(45.516018, -122.681425)";2004334057
Table 2;2004;3;30140;Albuquerque, NM;24;870,680;151.32;15.34;986.1;823,720;154.15;15.77;977.4;"Albuquerque, NM
(35.084248, -106.649241)";2004330140
Table 2;2007;2;34100;Philadelphia, PA;43;3,786,740;169.94;15.07;1,127.2;3,739,100;178.67;15.77;1,132.3;"Philadelphia, PA
(39.951061, -75.16562)";2007234100
Table 2;1999;3;35096;Syracuse, NY;7;143,530;187.62;24.19;775.6;153,330;177.80;23.28;763.6;"Syracuse, NY
(43.047945, -76.147448)";1999335096
Table 2;2014;2;30721;Boston, MA (Metropolitan Area);52;6,642,050;225.64;18.34;1,230.0;6,528,610;214.45;17.50;1,224.9;"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)";2014230721
Table 2;2005;4;30423;Austin, TX;28;1,144,750;180.11;17.11;1,052.1;1,052,300;178.77;16.94;1,054.7;"Austin, TX
(30.264979, -97.746598)";2005430423
Table 2;2006;4;30397;Atlanta, GA (Metropolitan Area);63;5,553,510;175.32;20.88;839.3;5,427,940;175.46;20.66;849.0;"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)";2006430397
Table 2;2000;2;34570;Reno, NV;15;689,540;115.19;15.47;744.6;668,700;106.65;14.80;720.4;"Reno, NV
(30.177159, -95.162771)";2000234570
Table 2;2003;4;30693;Nashville, TN;31;1,140,140;151.24;18.12;834.6;1,133,020;147.78;17.00;869.1;"Nashville, TN
(36.166687, -86.779932)";2003430693
Table 2;1996;3;30599;Birmingham, AL;14;328,900;131.03;16.98;771.4;303,440;137.99;17.33;795.9;"Birmingham, AL
(33.522859, -86.807705)";1996330599
Table 2;2010;1;30397;Atlanta, GA (Metropolitan Area);55;4,124,030;190.44;22.20;857.8;4,191,240;171.82;20.58;834.9;"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)";2010130397
Table 2;2021;2;33244;Memphis, TN;15;481,250;183.85;19.73;931.8;84,100;177.02;17.27;1,024.9;;2021233244
Table 2;2007;1;34570;Reno, NV;14;704,760;127.76;18.66;684.6;706,260;129.40;19.29;670.6;"Reno, NV
(30.177159, -95.162771)";2007134570
Table 2;2005;1;30466;Phoenix, AZ;53;4,570,780;146.06;12.61;1,157.7;4,382,260;144.85;12.64;1,145.9;"Phoenix, AZ
(30.406931, -87.217578)";2005130466
Table 2;2006;1;34524;Richmond, VA;8;231,170;192.00;26.56;722.8;194,200;193.36;26.44;731.2;"Richmond, VA
(37.540759, -77.433932)";2006134524
Table 2;2017;4;30852;Washington, DC (Metropolitan Area);71;9,412,480;206.96;19.54;1,059.3;9,048,500;206.47;19.54;1,056.4;"Washington, DC (Metropolitan Area)
(38.892062, -77.019912)";2017430852
Table 2;2015;3;31135;Myrtle Beach, SC;8;236,340;125.99;20.57;612.4;244,230;122.52;20.13;608.6;"Myrtle Beach, SC
(33.68785, -78.883852)";2015331135
Table 2;2011;4;30721;Boston, MA (Metropolitan Area);54;5,916,410;200.57;16.93;1,184.5;6,007,160;184.71;15.52;1,190.0;"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)";2011430721
Table 2;2003;1;30647;Cleveland, OH (Metropolitan Area);32;1,225,120;182.43;19.14;952.9;1,222,740;174.19;17.88;974.0;"Cleveland, OH (Metropolitan Area)
(41.505546, -81.6915)";2003130647
Table 2;2015;1;32575;Los Angeles, CA (Metropolitan Area);65;10,390,230;229.64;17.83;1,287.4;10,053,230;221.31;17.30;1,279.2;"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)";2015132575
Table 2;2014;4;34576;Rochester, NY;9;247,990;196.67;26.17;751.4;257,520;184.87;24.89;742.5;"Rochester, NY
(43.155708, -77.612547)";2014434576
Table 2;2004;1;31995;Greensboro/High Point, NC;11;234,930;169.59;26.03;651.4;238,960;161.19;25.62;629.0;"Greensboro/High Point, NC
(36.072701, -79.793899)";2004131995
Table 2;2008;3;30397;Atlanta, GA (Metropolitan Area);56;5,254,060;183.44;21.22;864.4;5,361,810;187.51;21.53;870.8;"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)";2008330397
Table 2;1997;3;31066;Columbus, OH;24;1,000,330;153.12;15.32;999.0;914,220;146.44;14.15;1,034.8;"Columbus, OH
(39.962649, -82.996216)";1997331066
Table 2;2014;1;33570;San Diego, CA;43;2,690,220;211.55;16.85;1,255.1;2,635,080;205.71;16.51;1,245.7;"San Diego, CA
(32.71576, -117.163817)";2014133570
Table 2;2011;4;33851;Oklahoma City, OK;13;409,640;216.98;24.55;883.8;392,950;198.27;21.80;909.3;"Oklahoma City, OK
(35.468494, -97.521264)";2011433851
Table 2;2010;3;31453;Houston, TX;55;3,680,440;213.84;21.79;981.1;3,752,680;185.74;19.13;970.9;"Houston, TX
(29.760803, -95.369506)";2010331453
Table 2;2020;3;31123;St. Louis, MO;35;618,530;154.25;15.24;1,012.4;1,951,490;223.63;23.49;952.1;;2020331123
Table 2;2002;3;33851;Oklahoma City, OK;17;356,800;154.16;16.73;921.0;392,590;148.97;16.05;928.0;"Oklahoma City, OK
(35.468494, -97.521264)";2002333851
Table 2;2013;2;34027;West Palm Beach/Palm Beach, FL;10;876,420;176.21;17.45;1,009.3;845,100;191.62;18.95;1,010.8;"West Palm Beach/Palm Beach, FL
(33.90976, -98.500854)";2013234027
Table 2;2019;2;31423;Des Moines, IA;8;237,280;219.19;22.17;988.7;215,550;226.85;22.51;1,007.8;(41.588822, -93.620309);2019231423
Table 2;2001;2;30599;Birmingham, AL;15;419,230;146.50;17.12;855.6;385,150;153.12;18.09;846.0;"Birmingham, AL
(33.522859, -86.807705)";2001230599
Table 2;2012;4;31871;Greenville/Spartanburg, SC;7;161,660;192.71;31.32;615.2;145,330;196.72;31.05;633.5;"Greenville/Spartanburg, SC
(44.513288, -88.013256)";2012431871
Table 2;1997;3;34576;Rochester, NY;9;229,110;200.25;27.93;716.8;201,250;208.58;27.32;763.3;"Rochester, NY
(43.155708, -77.612547)";1997334576
Table 2;2012;3;34492;Raleigh/Durham, NC;25;1,415,470;186.66;20.90;892.9;1,388,250;185.80;20.62;900.8;"Raleigh/Durham, NC
(42.673348, -72.179683)";2012334492
Table 2;2009;2;34524;Richmond, VA;10;362,090;152.49;17.38;877.2;372,360;189.69;22.10;858.1;"Richmond, VA
(37.540759, -77.433932)";2009234524
Table 2;1998;3;32211;Las Vegas, NV;51;3,632,260;126.89;11.25;1,127.5;3,631,360;117.11;10.26;1,141.3;"Las Vegas, NV
(36.169202, -115.140597)";1998332211
Table 2;2001;4;33667;Norfolk, VA (Metropolitan Area);18;433,820;144.66;14.10;1,025.9;415,090;186.45;19.80;941.3;"Norfolk, VA (Metropolitan Area)
(36.846164, -76.285913)";2001433667
Table 2;2008;3;35096;Syracuse, NY;7;170,440;203.38;18.79;1,081.9;173,270;182.90;17.37;1,052.7;"Syracuse, NY
(43.047945, -76.147448)";2008335096
Table 2;2003;3;31453;Houston, TX;59;3,325,360;175.46;18.89;928.9;3,326,930;173.30;18.87;918.3;"Houston, TX
(29.760803, -95.369506)";2003331453
Table 2;2015;1;33851;Oklahoma City, OK;12;332,760;231.69;26.54;872.8;342,980;223.83;25.39;881.5;"Oklahoma City, OK
(35.468494, -97.521264)";2015133851
Table 2;2002;3;31884;Spokane, WA;12;380,960;110.64;15.91;695.2;388,510;111.26;15.58;714.0;"Spokane, WA
(47.658999, -117.425022)";2002331884
Table 2;2019;3;33198;Kansas City, MO;31;1,771,920;211.63;22.41;944.5;1,777,240;200.52;21.47;934.1;(39.099792, -94.578559);2019333198
Table 2;1996;3;31714;Fort Myers, FL;12;311,870;119.35;11.36;1,050.6;315,640;133.54;12.68;1,053.1;"Fort Myers, FL
(40.253979, -103.801495)";1996331714
Table 2;2011;1;30599;Birmingham, AL;12;262,010;207.48;24.38;850.7;268,380;190.50;22.44;848.8;"Birmingham, AL
(33.522859, -86.807705)";2011130599
Table 2;2012;2;31454;Orlando, FL;62;5,923,660;180.23;16.72;1,077.9;5,947,720;177.40;16.38;1,082.6;"Orlando, FL
(28.538331, -81.378879)";2012231454
Table 2;2003;4;30977;Chicago, IL;66;7,788,730;159.27;16.84;945.5;7,605,840;154.85;16.26;951.9;"Chicago, IL
(41.775002, -87.696388)";2003430977
Table 2;2013;2;31136;Jacksonville, FL;19;773,610;205.41;22.80;900.8;788,020;208.91;22.92;911.1;"Jacksonville, FL
(30.325968, -81.65676)";2013231136
Table 2;1997;3;31453;Houston, TX;56;3,387,520;167.19;19.98;836.7;3,157,400;158.39;18.55;853.8;"Houston, TX
(29.760803, -95.369506)";1997331453
Table 2;2006;4;33198;Kansas City, MO;36;1,914,580;150.42;16.61;905.6;1,707,100;159.03;17.06;931.9;"Kansas City, MO
(39.099792, -94.578559)";2006433198
Table 2;2007;2;34570;Reno, NV;15;729,500;128.85;18.88;682.4;730,700;132.16;19.85;665.5;"Reno, NV
(30.177159, -95.162771)";2007234570
Table 2;2014;3;31986;Grand Rapids, MI;12;249,910;247.33;21.38;1,156.8;240,110;236.97;20.74;1,142.2;"Grand Rapids, MI
(47.925705, -97.036068)";2014331986
Table 2;1998;1;32211;Las Vegas, NV;55;3,806,440;119.91;11.54;1,038.5;3,371,000;115.48;10.24;1,126.9;"Las Vegas, NV
(36.169202, -115.140597)";1998132211
Table 2;2000;4;34100;Philadelphia, PA;45;2,775,250;219.27;20.33;1,078.2;2,524,410;215.77;21.44;1,006.3;"Philadelphia, PA
(39.951061, -75.16562)";2000434100
Table 2;1999;4;30198;Pittsburgh, PA;27;1,088,840;212.48;25.11;846.1;1,037,700;212.92;25.55;833.3;"Pittsburgh, PA
(40.442169, -79.994945)";1999430198
Table 2;2001;1;31703;New York City, NY (Metropolitan Area);72;10,502,830;232.02;20.24;1,146.0;10,174,390;239.27;21.04;1,137.0;"New York City, NY (Metropolitan Area)
(40.123164, -75.333718)";2001131703
Table 2;2007;2;33198;Kansas City, MO;36;1,961,890;153.98;16.93;909.2;1,932,300;161.97;17.73;913.2;"Kansas City, MO
(39.099792, -94.578559)";2007233198
Table 2;2013;4;31066;Columbus, OH;23;1,003,510;221.25;23.77;930.5;1,018,960;206.75;22.21;930.6;"Columbus, OH
(39.962649, -82.996216)";2013431066
Table 2;2007;4;30559;Seattle, WA;45;3,600,780;189.21;13.85;1,365.8;3,601,170;182.32;13.40;1,360.5;"Seattle, WA
(47.603229, -122.33028)";2007430559
Table 2;2021;3;33244;Memphis, TN;16;504,850;185.34;20.12;921.2;215,460;162.85;16.02;1,016.5;;2021333244
Table 2;2007;3;31884;Spokane, WA;12;453,480;133.90;19.99;669.6;474,300;138.94;20.15;689.3;"Spokane, WA
(47.658999, -117.425022)";2007331884
Table 2;1996;4;33198;Kansas City, MO;37;1,634,630;125.26;13.68;915.2;1,401,720;129.34;15.05;859.4;"Kansas City, MO
(39.099792, -94.578559)";1996433198
Table 2;2021;2;31295;Detroit, MI;37;2,388,670;180.59;16.08;1,123.1;367,380;193.21;16.33;1,183.5;;2021231295
Table 2;2014;3;31267;Dayton, OH;9;213,570;220.36;26.43;833.7;245,160;199.25;23.22;858.0;"Dayton, OH
(39.760982, -84.192203)";2014331267
Table 2;2003;4;30647;Cleveland, OH (Metropolitan Area);29;1,440,990;170.97;18.70;913.9;1,373,070;169.96;18.28;929.6;"Cleveland, OH (Metropolitan Area)
(41.505546, -81.6915)";2003430647
Table 2;2004;1;32600;Little Rock, AR;9;183,480;146.52;20.85;702.5;168,220;144.59;20.67;699.5;"Little Rock, AR
(34.748745, -92.275105)";2004132600
Table 2;2014;3;30666;Bellingham, WA;3;143,750;108.36;11.59;934.8;143,610;115.32;12.27;939.7;"Bellingham, WA
(41.698264, -88.077915)";2014330666
Table 2;1997;4;30994;Charleston, SC;5;121,220;173.75;26.27;661.2;116,110;145.58;23.12;629.4;"Charleston, SC
(32.77647, -79.931027)";1997430994
Table 2;2009;1;31123;St. Louis, MO;33;1,548,180;161.22;18.31;880.3;1,643,530;167.01;19.07;875.4;"St. Louis, MO
(38.630276, -90.200309)";2009131123
Table 2;2001;4;32600;Little Rock, AR;9;196,570;124.65;17.26;722.0;244,070;145.72;22.04;660.9;"Little Rock, AR
(34.748745, -92.275105)";2001432600
Table 2;1996;3;33192;Sacramento, CA;20;928,280;117.62;14.00;839.7;894,290;119.30;14.53;820.9;"Sacramento, CA
(38.582087, -121.50012)";1996333192
Table 2;2015;2;31135;Myrtle Beach, SC;5;169,140;134.63;20.44;658.6;179,480;126.99;19.31;657.6;"Myrtle Beach, SC
(33.68785, -78.883852)";2015231135
Table 2;1996;3;30189;Colorado Springs, CO;24;981,190;117.08;11.99;976.4;624,580;127.98;13.89;921.4;"Colorado Springs, CO
(38.835224, -104.819798)";1996330189
Table 2;2016;4;31295;Detroit, MI;34;2,986,860;208.27;20.20;1,031.1;2,915,330;220.06;21.16;1,040.0;"Detroit, MI
(42.332916, -83.047853)";2016431295
Table 2;2020;4;30198;Pittsburgh, PA;26;397,040;165.01;14.54;1,135.2;1,441,600;216.50;21.96;985.8;;2020430198
Table 2;2005;2;31295;Detroit, MI;42;2,988,230;167.73;16.90;991.9;2,801,060;172.69;16.87;1,023.0;"Detroit, MI
(42.332916, -83.047853)";2005231295
Table 2;2010;3;31066;Columbus, OH;24;1,040,980;175.16;18.27;958.4;1,001,160;152.00;15.81;961.3;"Columbus, OH
(39.962649, -82.996216)";2010331066
Table 2;2013;1;34057;Portland, OR;29;1,650,610;186.05;16.51;1,126.7;1,587,050;185.42;16.43;1,128.3;"Portland, OR
(45.516018, -122.681425)";2013134057
Table 2;2011;4;30599;Birmingham, AL;10;287,420;208.33;25.72;809.8;293,360;187.55;23.20;808.3;"Birmingham, AL
(33.522859, -86.807705)";2011430599
Table 2;2000;2;35096;Syracuse, NY;8;193,830;176.52;24.63;716.6;179,310;173.98;23.45;741.7;"Syracuse, NY
(43.047945, -76.147448)";2000235096
Table 2;2014;3;30599;Birmingham, AL;9;260,610;224.11;27.82;805.5;256,130;221.15;27.63;800.1;"Birmingham, AL
(33.522859, -86.807705)";2014330599
Table 2;2005;4;31884;Spokane, WA;11;477,210;119.74;20.14;594.5;391,560;113.90;17.87;637.2;"Spokane, WA
(47.658999, -117.425022)";2005431884
Table 2;2002;3;31714;Fort Myers, FL;13;455,340;123.55;11.69;1,056.8;477,800;118.71;11.30;1,049.7;"Fort Myers, FL
(40.253979, -103.801495)";2002331714
Table 2;2005;4;32600;Little Rock, AR;8;219,480;163.58;21.46;762.0;200,190;155.23;20.15;770.1;"Little Rock, AR
(34.748745, -92.275105)";2005432600
Table 2;2017;2;31267;Dayton, OH;7;135,320;220.58;31.04;710.7;153,750;225.42;31.12;724.5;"Dayton, OH
(39.760982, -84.192203)";2017231267
Table 2;2006;3;32457;San Francisco, CA (Metropolitan Area);61;8,700,020;187.89;14.73;1,275.3;8,835,990;173.60;13.36;1,299.0;"San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)";2006332457
Table 2;2011;3;34100;Philadelphia, PA;42;3,060,180;219.41;18.61;1,178.7;3,336,340;192.50;16.91;1,138.4;"Philadelphia, PA
(39.951061, -75.16562)";2011334100
Table 2;2020;4;30529;Hartford, CT;19;226,610;169.66;13.01;1,304.0;901,420;233.13;19.51;1,194.9;;2020430529
Table 2;1996;4;31123;St. Louis, MO;43;1,751,160;149.66;17.95;833.5;1,605,190;151.38;18.44;820.6;"St. Louis, MO
(38.630276, -90.200309)";1996431123
Table 2;1997;3;30615;El Paso, TX;14;488,970;116.93;16.90;691.8;528,140;106.10;15.05;704.9;"El Paso, TX
(31.76006, -106.492257)";1997330615
Table 2;2007;3;30713;Boise, ID;12;441,970;131.97;22.55;585.0;452,930;131.69;22.30;590.5;"Boise, ID
(43.597772, -83.884521)";2007330713
Table 2;2008;3;34570;Reno, NV;15;648,640;150.23;21.49;699.0;754,160;134.01;19.35;692.4;"Reno, NV
(30.177159, -95.162771)";2008334570
Table 2;1997;1;33105;Cincinnati, OH;21;519,890;248.25;28.58;868.5;425,830;228.41;27.71;824.3;"Cincinnati, OH
(39.104427, -84.513808)";1997133105
Table 2;2007;2;31123;St. Louis, MO;35;2,000,900;169.18;19.03;889.0;2,043,560;175.16;19.75;886.6;"St. Louis, MO
(38.630276, -90.200309)";2007231123
Table 2;2013;1;31884;Spokane, WA;10;322,350;171.04;25.95;658.9;336,880;155.36;23.29;666.8;"Spokane, WA
(47.658999, -117.425022)";2013131884
Table 2;2013;1;30666;Bellingham, WA;5;141,450;132.53;13.18;1,005.0;163,830;124.04;12.32;1,006.5;"Bellingham, WA
(41.698264, -88.077915)";2013130666
Table 2;2009;2;30194;Dallas/Fort Worth, TX;66;5,360,810;176.20;19.66;895.8;6,063,010;197.95;22.43;882.3;"Dallas/Fort Worth, TX
(40.11086, -77.035636)";2009230194
Table 2;1999;4;30194;Dallas/Fort Worth, TX;67;5,343,110;191.59;23.14;827.9;5,307,100;188.01;22.80;824.3;"Dallas/Fort Worth, TX
(40.11086, -77.035636)";1999430194
Table 2;1999;1;30189;Colorado Springs, CO;13;227,470;188.35;18.80;1,001.4;264,800;159.45;16.43;969.9;"Colorado Springs, CO
(38.835224, -104.819798)";1999130189
Table 2;2020;1;30325;Denver, CO;59;4,948,790;179.41;17.18;1,044.3;6,201,920;188.26;18.15;1,037.1;(39.738453, -104.984853);2020130325
Table 2;2006;3;32600;Little Rock, AR;8;225,780;172.67;23.18;744.9;230,110;157.20;20.07;783.2;"Little Rock, AR
(34.748745, -92.275105)";2006332600
Table 2;2002;4;31136;Jacksonville, FL;25;720,620;142.87;15.53;919.4;654,010;130.93;13.61;961.6;"Jacksonville, FL
(30.325968, -81.65676)";2002431136
Table 2;2013;2;30559;Seattle, WA;46;4,069,370;213.99;15.21;1,406.5;3,930,040;217.10;15.26;1,421.8;"Seattle, WA
(47.603229, -122.33028)";2013230559
Table 2;2009;1;30140;Albuquerque, NM;22;685,210;157.77;17.52;900.4;781,940;158.33;18.38;861.0;"Albuquerque, NM
(35.084248, -106.649241)";2009130140
Table 2;2005;2;33192;Sacramento, CA;26;1,910,400;133.43;14.78;902.6;1,737,170;128.87;13.73;938.3;"Sacramento, CA
(38.582087, -121.50012)";2005233192
Table 2;2017;3;32457;San Francisco, CA (Metropolitan Area);61;10,994,240;207.63;15.85;1,309.7;10,557,320;221.15;16.80;1,316.7;"San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)";2017332457
Table 2;2021;3;31703;New York City, NY (Metropolitan Area);71;11,955,290;219.34;16.71;1,312.4;2,631,180;170.54;12.61;1,352.4;;2021331703
Table 2;2016;2;33195;Tampa, FL (Metropolitan Area);49;3,400,610;182.25;17.13;1,064.0;3,385,170;187.04;17.43;1,072.8;"Tampa, FL (Metropolitan Area)
(37.8606, -78.804199)";2016233195
Table 2;2000;4;33198;Kansas City, MO;37;1,858,620;149.21;17.13;871.0;1,762,680;144.34;16.44;877.6;"Kansas City, MO
(39.099792, -94.578559)";2000433198
Table 2;2012;3;30257;Albany, NY;10;291,100;220.13;17.59;1,251.0;277,410;225.71;17.96;1,256.6;"Albany, NY
(42.651242, -73.755418)";2012330257
Table 2;2010;1;33244;Memphis, TN;17;382,870;233.17;26.70;873.0;399,830;211.62;24.45;865.3;"Memphis, TN
(35.143378, -90.052136)";2010133244
Table 2;2016;2;30559;Seattle, WA;49;5,152,630;196.74;14.11;1,394.1;4,714,540;216.73;15.44;1,403.7;"Seattle, WA
(47.603229, -122.33028)";2016230559
Table 2;1999;2;30257;Albany, NY;6;159,030;177.30;19.46;910.8;143,780;178.55;19.88;898.0;"Albany, NY
(42.651242, -73.755418)";1999230257
Table 2;1996;3;30198;Pittsburgh, PA;32;992,570;192.20;23.67;812.0;932,700;201.29;25.16;799.7;"Pittsburgh, PA
(40.442169, -79.994945)";1996330198
Table 2;2002;4;31453;Houston, TX;59;3,486,840;170.55;18.51;921.0;3,242,260;165.12;17.64;935.8;"Houston, TX
(29.760803, -95.369506)";2002431453
Table 2;2015;4;34570;Reno, NV;12;444,330;178.30;22.87;779.5;398,240;177.83;25.06;709.6;"Reno, NV
(30.177159, -95.162771)";2015434570
Table 2;1997;3;34100;Philadelphia, PA;46;2,294,190;212.10;20.44;1,037.6;2,084,470;201.09;19.39;1,036.6;"Philadelphia, PA
(39.951061, -75.16562)";1997334100
Table 2;2021;2;30852;Washington, DC (Metropolitan Area);62;4,992,470;194.86;17.22;1,131.3;846,480;179.06;14.52;1,233.2;;2021230852
Table 2;2009;3;31884;Spokane, WA;12;421,520;142.51;19.65;725.2;445,350;143.05;21.07;678.8;"Spokane, WA
(47.658999, -117.425022)";2009331884
Table 2;2005;1;34524;Richmond, VA;6;172,470;188.18;31.59;595.5;151,560;234.90;38.90;603.8;"Richmond, VA
(37.540759, -77.433932)";2005134524
Table 2;2002;2;32206;Harlingen/San Benito, TX;4;109,630;97.59;28.62;341.0;114,620;95.40;26.89;354.7;"Harlingen/San Benito, TX
(40.8078, -73.945801)";2002232206
Table 2;2013;2;30599;Birmingham, AL;10;296,490;205.82;25.85;795.9;290,770;208.95;25.71;812.6;"Birmingham, AL
(33.522859, -86.807705)";2013230599
Table 2;2005;3;30647;Cleveland, OH (Metropolitan Area);30;1,710,930;152.34;15.88;958.9;1,555,480;160.91;17.22;934.0;"Cleveland, OH (Metropolitan Area)
(41.505546, -81.6915)";2005330647
Table 2;2016;2;30436;Tucson, AZ;11;347,790;207.46;20.89;993.0;349,130;212.06;21.54;984.6;"Tucson, AZ
(35.167852, -103.726151)";2016230436
Table 2;2011;2;31136;Jacksonville, FL;23;869,890;198.20;20.17;982.2;874,000;178.97;17.82;1,004.0;"Jacksonville, FL
(30.325968, -81.65676)";2011231136
Table 2;2008;3;33214;San Antonio, TX;29;1,202,800;179.81;17.16;1,047.8;1,115,740;179.73;17.99;998.6;"San Antonio, TX
(29.425173, -98.494599)";2008333214
Table 2;2002;4;30559;Seattle, WA;46;3,225,360;158.59;11.79;1,344.6;3,016,520;154.37;11.44;1,349.3;"Seattle, WA
(47.603229, -122.33028)";2002430559
Table 2;2000;4;34027;West Palm Beach/Palm Beach, FL;16;945,270;161.42;14.74;1,094.7;976,840;161.76;14.54;1,112.2;"West Palm Beach/Palm Beach, FL
(33.90976, -98.500854)";2000434027
Table 2;2001;1;33342;Milwaukee, WI;20;736,900;198.45;18.85;1,052.7;803,160;176.33;17.08;1,032.1;"Milwaukee, WI
(43.041072, -87.909421)";2001133342
Table 2;2010;1;30529;Hartford, CT;23;707,020;206.91;16.49;1,254.4;800,300;177.71;14.25;1,246.3;"Hartford, CT
(41.765775, -72.673356)";2010130529
Table 2;2007;3;33667;Norfolk, VA (Metropolitan Area);20;659,680;174.95;16.33;1,071.3;674,650;174.90;16.49;1,060.3;"Norfolk, VA (Metropolitan Area)
(36.846164, -76.285913)";2007333667
Table 2;2009;4;31454;Orlando, FL;60;5,358,460;149.57;14.02;1,066.1;5,512,010;159.06;14.93;1,065.3;"Orlando, FL
(28.538331, -81.378879)";2009431454
